Name,Loan Amount,Annual Income,Credit Score,Employment Length,Loan Term,Debt-to-Income Ratio (DTI),Home Ownership,Purpose of Loan,Interest Rate
Person_4330,1570982,329851.0,516.0,3.2,49.0,40.79,Own,Car,10.6
Person_4331,1282541,1308198.0,635.0,9.1,37.0,38.26,Mortgage,Personal,8.48
Person_4332,1265468,1197650.0,587.0,7.8,40.0,34.25,Mortgage,Home,9.29
Person_4333,1951270,2108981.0,716.0,10.8,29.0,25.87,Mortgage,Home,6.39
Person_4334,184832,1881518.0,682.0,10.0,32.0,28.41,Rent,Car,7.11
Person_4335,1251838,486172.0,549.0,3.7,49.0,38.78,Own,Car,10.46
Person_4336,117411,2860768.0,762.0,17.2,24.0,20.91,Own,Personal,5.39
Person_4337,335521,2586597.0,715.0,14.4,29.0,22.15,Own,Business,6.31
Person_4338,1538529,500159.0,551.0,4.2,49.0,40.17,Mortgage,Home,10.14
Person_4339,1037073,761133.0,526.0,4.9,49.0,36.03,Rent,Home,10.56
Person_4340,1136787,2121826.0,695.0,13.9,30.0,22.34,Rent,Personal,6.67
Person_4341,263981,1849258.0,694.0,13.0,30.0,26.83,Rent,Personal,6.94
Person_4342,315888,375231.0,532.0,5.8,50.0,41.19,Rent,Business,10.18
Person_4343,830926,2603010.0,789.0,15.3,18.0,20.4,Mortgage,Car,4.95
Person_4344,337139,487374.0,560.0,5.2,48.0,40.24,Mortgage,Home,10.61
Person_4345,1770913,1865418.0,663.0,9.7,33.0,27.23,Rent,Car,7.63
Person_4346,1851874,241722.0,516.0,3.4,44.0,42.65,Rent,Home,10.5
Person_4347,608830,1049228.0,594.0,6.6,45.0,32.82,Own,Personal,9.75
Person_4348,60651,895519.0,549.0,4.4,47.0,36.5,Mortgage,Personal,10.36
Person_4349,1197815,440740.0,516.0,5.9,51.0,38.78,Rent,Personal,10.98
Person_4350,915363,1859916.0,665.0,10.3,33.0,24.66,Mortgage,Business,7.45
Person_4351,1849280,455416.0,496.0,6.2,55.0,39.6,Own,Home,11.54
Person_4352,938544,1510704.0,642.0,10.7,40.0,33.84,Rent,Personal,8.41
Person_4353,1901723,1647031.0,650.0,10.9,34.0,26.67,Mortgage,Business,8.05
Person_4354,487625,2126959.0,669.0,13.2,36.0,25.66,Mortgage,Car,7.09
Person_4355,1253954,1561606.0,654.0,9.1,35.0,31.92,Mortgage,Business,7.9
Person_4356,1248734,2401849.0,744.0,16.1,31.0,27.63,Mortgage,Business,6.58
Person_4357,1506168,1869163.0,681.0,11.3,34.0,26.67,Mortgage,Education,7.42
Person_4358,1422070,2987186.0,781.0,16.8,23.0,16.69,Mortgage,Car,5.18
Person_4359,383569,1227691.0,625.0,7.5,40.0,30.89,Own,Education,8.45
Person_4360,546574,2457963.0,749.0,12.8,29.0,24.83,Mortgage,Home,5.91
Person_4361,479852,1787361.0,675.0,11.5,34.0,26.63,Own,Business,7.25
Person_4362,1971128,1643608.0,638.0,10.5,37.0,28.87,Own,Business,8.24
Person_4363,1999897,2153923.0,711.0,11.6,32.0,21.49,Mortgage,Business,7.18
Person_4364,494865,457471.0,561.0,2.9,46.0,41.68,Rent,Business,10.24
Person_4365,1526402,2389171.0,716.0,12.1,30.0,25.46,Mortgage,Education,6.4
Person_4366,1763994,1963190.0,728.0,13.2,31.0,28.53,Own,Home,6.77
Person_4367,305948,1357593.0,615.0,8.1,40.0,28.89,Mortgage,Education,8.94
Person_4368,1620057,2253775.0,716.0,12.6,34.0,25.53,Mortgage,Business,6.84
Person_4369,911069,1055817.0,583.0,9.3,46.0,31.37,Mortgage,Home,9.52
Person_4370,1569825,2515372.0,745.0,12.9,29.0,22.16,Own,Car,5.75
Person_4371,906626,758114.0,532.0,5.2,45.0,37.71,Own,Education,10.32
Person_4372,913349,834322.0,563.0,5.5,46.0,37.26,Own,Personal,10.04
Person_4373,114200,1857106.0,654.0,13.2,33.0,28.83,Rent,Car,7.56
Person_4374,1204424,2158074.0,708.0,15.1,35.0,25.13,Rent,Car,6.49
Person_4375,156022,1822964.0,692.0,12.0,32.0,24.13,Rent,Business,7.22
Person_4376,751979,2160178.0,719.0,13.6,31.0,26.2,Rent,Business,6.35
Person_4377,1511331,2170439.0,659.0,11.9,39.0,25.24,Mortgage,Car,8.06
Person_4378,830741,558349.0,588.0,7.6,41.0,37.23,Rent,Education,9.06
Person_4379,1945066,1261385.0,622.0,8.8,39.0,29.8,Rent,Home,8.64
Person_4380,1160644,1837314.0,658.0,12.2,37.0,31.01,Rent,Education,7.93
Person_4381,520529,2107798.0,704.0,12.2,33.0,28.05,Mortgage,Education,6.75
Person_4382,936364,1359702.0,630.0,8.6,37.0,33.49,Rent,Car,8.35
Person_4383,211445,552465.0,533.0,7.2,46.0,37.74,Rent,Education,10.21
Person_4384,1787090,988525.0,593.0,7.8,44.0,30.27,Rent,Home,9.16
Person_4385,1235679,768786.0,555.0,8.0,41.0,38.74,Own,Car,9.66
Person_4386,274605,1813849.0,663.0,11.3,35.0,28.87,Rent,Education,7.66
Person_4387,253047,1018441.0,579.0,6.2,47.0,34.29,Rent,Business,9.7
Person_4388,859217,2687811.0,729.0,14.3,27.0,22.8,Rent,Education,6.02
Person_4389,299768,217718.0,516.0,3.7,47.0,43.69,Mortgage,Car,10.62
Person_4390,734029,1527425.0,655.0,8.9,34.0,30.98,Rent,Car,8.06
Person_4391,1193051,549762.0,556.0,3.7,45.0,39.18,Rent,Business,9.31
Person_4392,560370,2359750.0,742.0,15.0,29.0,23.5,Own,Car,6.66
Person_4393,576570,2112886.0,707.0,11.7,30.0,26.9,Own,Personal,7.13
Person_4394,739984,1522959.0,632.0,9.8,38.0,28.95,Mortgage,Car,7.91
Person_4395,1802374,770953.0,585.0,6.5,41.0,38.05,Mortgage,Education,8.72
Person_4396,270972,1018706.0,565.0,6.6,42.0,33.2,Rent,Home,9.76
Person_4397,1952542,2443227.0,716.0,15.7,34.0,25.35,Own,Education,6.31
Person_4398,1261353,1934802.0,664.0,10.2,35.0,28.15,Mortgage,Car,8.0
Person_4399,1959972,1401636.0,652.0,9.4,38.0,30.34,Mortgage,Personal,8.08
Person_4400,1791373,649110.0,575.0,5.9,49.0,38.41,Own,Education,9.59
Person_4401,258944,2143571.0,714.0,12.5,31.0,23.57,Rent,Home,6.51
Person_4402,1042382,2518668.0,763.0,12.7,28.0,25.03,Own,Education,6.16
Person_4403,1741870,1974474.0,670.0,12.8,32.0,29.99,Rent,Business,7.82
Person_4404,1335016,753360.0,573.0,7.0,50.0,38.74,Rent,Personal,9.77
Person_4405,778342,233717.0,512.0,2.8,54.0,44.97,Own,Car,11.21
Person_4406,1411303,418417.0,550.0,5.4,41.0,40.56,Rent,Education,9.76
Person_4407,1923400,2454875.0,733.0,14.4,33.0,24.1,Mortgage,Education,6.68
Person_4408,57461,2676498.0,749.0,13.4,26.0,23.1,Own,Education,5.87
Person_4409,1722987,1161795.0,617.0,6.9,39.0,33.79,Mortgage,Education,8.77
Person_4410,846948,584533.0,567.0,6.7,43.0,38.95,Rent,Home,9.67
Person_4411,522501,309525.0,509.0,4.4,48.0,43.07,Rent,Business,10.35
Person_4412,1247162,1461668.0,635.0,8.7,41.0,32.49,Own,Business,8.59
Person_4413,1096161,2599009.0,728.0,13.6,24.0,19.81,Own,Personal,5.84
Person_4414,433395,1578656.0,598.0,9.3,40.0,25.81,Rent,Personal,8.78
Person_4415,544178,1423979.0,637.0,8.6,45.0,31.17,Own,Home,8.14
Person_4416,281496,484329.0,552.0,3.8,44.0,35.49,Rent,Business,9.44
Person_4417,742148,546407.0,551.0,2.9,47.0,37.16,Mortgage,Personal,9.72
Person_4418,1829685,776395.0,529.0,7.6,46.0,35.4,Own,Car,10.56
Person_4419,1814985,969153.0,580.0,8.3,39.0,34.33,Mortgage,Business,9.33
Person_4420,1947501,1708346.0,616.0,8.9,43.0,30.69,Own,Education,8.61
Person_4421,610315,1003995.0,618.0,7.4,41.0,37.25,Mortgage,Business,8.38
Person_4422,929979,1843593.0,653.0,10.0,40.0,28.9,Rent,Car,7.96
Person_4423,223921,477845.0,564.0,4.5,44.0,41.0,Rent,Education,9.68
Person_4424,1985135,1448720.0,654.0,8.9,36.0,32.62,Rent,Business,7.43
Person_4425,723218,1165721.0,589.0,7.4,36.0,28.77,Rent,Education,9.2
Person_4426,1838098,2792491.0,746.0,18.1,26.0,19.66,Own,Education,5.65
Person_4427,653291,2025479.0,699.0,11.4,35.0,22.71,Mortgage,Home,7.25
Person_4428,757755,2216211.0,694.0,11.9,29.0,25.66,Own,Car,6.97
Person_4429,614046,2949771.0,786.0,15.3,29.0,14.09,Own,Home,5.95
Person_4430,366456,884770.0,569.0,8.0,45.0,35.84,Rent,Business,9.95
Person_4431,1429390,2396432.0,693.0,11.6,31.0,24.18,Own,Education,7.06
Person_4432,1084262,914075.0,537.0,5.9,48.0,33.71,Mortgage,Business,10.5
Person_4433,132279,1234472.0,618.0,10.1,40.0,35.09,Own,Business,8.03
Person_4434,65434,1287241.0,608.0,8.9,41.0,33.72,Mortgage,Home,9.16
Person_4435,769407,2575253.0,736.0,14.8,25.0,22.29,Rent,Business,5.98
Person_4436,490991,1181093.0,622.0,10.7,37.0,35.03,Rent,Car,8.59
Person_4437,387913,888235.0,603.0,7.0,39.0,35.46,Own,Education,8.75
Person_4438,1868618,2410980.0,725.0,12.9,28.0,23.26,Mortgage,Personal,6.26
Person_4439,378821,1339391.0,617.0,8.4,41.0,32.28,Rent,Car,8.62
Person_4440,133555,1443470.0,645.0,7.9,35.0,31.33,Rent,Personal,8.13
Person_4441,1751243,1189269.0,582.0,9.7,44.0,32.22,Own,Personal,9.39
Person_4442,1839856,1976349.0,692.0,12.5,33.0,24.24,Mortgage,Home,7.14
Person_4443,1862375,232356.0,525.0,5.0,44.0,41.2,Rent,Personal,10.08
Person_4444,226806,1514529.0,655.0,11.1,39.0,29.95,Rent,Education,8.59
Person_4445,1986673,1160875.0,568.0,7.4,44.0,32.33,Mortgage,Home,9.76
Person_4446,1580295,2069883.0,681.0,11.0,34.0,27.62,Own,Car,7.48
Person_4447,483819,2013985.0,674.0,11.9,32.0,24.06,Own,Car,7.41
Person_4448,1568500,471609.0,540.0,3.7,45.0,39.45,Rent,Car,10.0
Person_4449,1049430,2493474.0,748.0,14.4,26.0,24.57,Rent,Business,6.02
Person_4450,118803,2121897.0,732.0,13.8,33.0,27.28,Own,Home,6.4
Person_4451,1531124,2343175.0,714.0,13.2,32.0,25.97,Own,Home,7.07
Person_4452,1976711,1874214.0,667.0,11.5,41.0,26.43,Rent,Home,8.27
Person_4453,857744,377696.0,552.0,4.2,51.0,42.18,Mortgage,Education,10.47
Person_4454,798736,1789291.0,675.0,11.9,28.0,26.23,Mortgage,Home,6.96
Person_4455,1576318,626492.0,579.0,4.6,42.0,37.9,Rent,Education,9.33
Person_4456,749539,2507236.0,746.0,11.5,30.0,21.75,Rent,Car,6.12
Person_4457,1825378,1383087.0,605.0,9.6,40.0,30.73,Rent,Business,8.8
Person_4458,295404,2776216.0,740.0,16.7,27.0,19.06,Rent,Personal,6.13
Person_4459,692249,1991267.0,658.0,12.4,34.0,25.61,Own,Business,7.19
Person_4460,1401099,672919.0,571.0,4.9,48.0,36.08,Mortgage,Business,9.9
Person_4461,67297,2619585.0,775.0,13.3,21.0,22.85,Mortgage,Business,4.86
Person_4462,838443,1658974.0,693.0,10.9,29.0,29.12,Mortgage,Personal,6.64
Person_4463,1607922,663723.0,574.0,5.8,36.0,38.53,Own,Education,9.26
Person_4464,1218810,1144413.0,628.0,7.7,38.0,34.28,Rent,Car,8.42
Person_4465,618302,2316811.0,710.0,15.6,27.0,23.88,Mortgage,Personal,6.28
Person_4466,1866030,886763.0,556.0,5.5,41.0,36.37,Mortgage,Car,9.62
Person_4467,979242,1675378.0,675.0,12.6,35.0,28.73,Own,Education,7.84
Person_4468,1979341,2307512.0,729.0,13.3,27.0,26.69,Rent,Car,6.34
Person_4469,1277146,2345943.0,726.0,11.2,29.0,25.04,Rent,Education,6.56
Person_4470,833152,596281.0,558.0,5.1,43.0,38.75,Rent,Personal,9.52
Person_4471,847552,1523020.0,649.0,10.8,37.0,29.77,Mortgage,Personal,8.01
Person_4472,1608309,2854810.0,800.0,15.4,21.0,18.86,Own,Car,4.86
Person_4473,1383572,925191.0,609.0,5.0,42.0,36.69,Mortgage,Car,8.61
Person_4474,1439959,701503.0,572.0,5.6,43.0,40.8,Own,Business,9.6
Person_4475,1492721,2267911.0,733.0,12.0,29.0,21.45,Own,Business,5.71
Person_4476,1831423,483071.0,550.0,5.4,49.0,41.01,Mortgage,Car,10.2
Person_4477,561603,703623.0,552.0,6.8,49.0,40.03,Own,Business,9.9
Person_4478,665863,2044040.0,709.0,10.7,30.0,23.17,Own,Car,6.7
Person_4479,1093659,2914694.0,753.0,15.2,26.0,18.22,Own,Home,6.14
Person_4480,557365,1064845.0,618.0,8.5,39.0,32.51,Rent,Business,8.79
Person_4481,1717904,2206811.0,686.0,11.8,36.0,25.59,Rent,Car,7.15
Person_4482,1247086,1634636.0,659.0,8.8,36.0,28.98,Rent,Home,7.47
Person_4483,1278163,2107310.0,683.0,10.9,32.0,25.33,Rent,Business,7.71
Person_4484,1628608,905314.0,592.0,7.2,42.0,35.2,Mortgage,Personal,8.79
Person_4485,1837756,1072189.0,597.0,7.9,40.0,36.02,Mortgage,Car,9.28
Person_4486,1534209,1151937.0,574.0,7.1,42.0,34.34,Mortgage,Personal,9.09
Person_4487,1072788,2354955.0,733.0,13.5,31.0,23.9,Rent,Business,6.55
Person_4488,878791,1382200.0,617.0,10.9,44.0,32.21,Mortgage,Home,8.99
Person_4489,1773735,780915.0,586.0,5.0,40.0,38.25,Rent,Car,8.74
Person_4490,410890,1590530.0,649.0,7.5,36.0,29.55,Rent,Home,8.15
Person_4491,799122,1293956.0,628.0,9.1,39.0,36.05,Own,Personal,8.57
Person_4492,695194,2457474.0,716.0,13.9,33.0,20.08,Own,Car,6.85
Person_4493,251260,2099694.0,688.0,11.4,35.0,22.2,Rent,Personal,7.33
Person_4494,1843795,1631041.0,644.0,11.0,35.0,26.11,Own,Personal,7.83
Person_4495,827881,1031460.0,611.0,8.4,35.0,30.77,Own,Home,8.74
Person_4496,1861610,2967807.0,819.0,13.6,16.0,19.46,Own,Business,5.01
Person_4497,1630461,2148149.0,688.0,11.7,31.0,26.34,Own,Personal,6.88
Person_4498,883525,472667.0,560.0,7.7,43.0,42.2,Mortgage,Personal,9.96
Person_4499,1529018,738057.0,521.0,6.7,49.0,35.37,Own,Education,11.0
Person_4500,1301775,2229122.0,689.0,13.8,30.0,26.02,Rent,Home,6.91
Person_4501,426794,312035.0,503.0,5.5,54.0,41.29,Own,Personal,10.6
Person_4502,1583161,1424293.0,606.0,9.2,39.0,31.85,Own,Education,8.54
Person_4503,1831298,1994679.0,658.0,12.8,38.0,27.82,Mortgage,Home,7.96
Person_4504,1780353,1703934.0,669.0,11.4,33.0,27.58,Mortgage,Car,7.23
Person_4505,986197,2978069.0,783.0,17.1,17.0,23.2,Mortgage,Business,5.23
Person_4506,1571466,1590502.0,657.0,9.6,36.0,32.74,Own,Home,8.27
Person_4507,433100,540526.0,559.0,5.3,42.0,38.13,Rent,Personal,9.87
Person_4508,165598,1416733.0,637.0,8.4,40.0,29.4,Mortgage,Education,8.03
Person_4509,300100,2216788.0,724.0,12.9,24.0,24.46,Own,Education,6.5
Person_4510,832877,1693149.0,658.0,9.0,34.0,29.55,Own,Car,7.82
Person_4511,758521,1393118.0,606.0,8.1,40.0,33.92,Own,Education,9.05
Person_4512,826676,1065144.0,618.0,7.2,39.0,32.3,Mortgage,Personal,9.14
Person_4513,183241,1618137.0,640.0,8.9,38.0,30.41,Own,Home,8.32
Person_4514,1838028,2507306.0,721.0,13.6,32.0,19.06,Mortgage,Car,7.14
Person_4515,1251700,1910741.0,677.0,11.2,34.0,28.17,Own,Business,7.57
Person_4516,1563641,1179532.0,590.0,8.5,42.0,33.43,Rent,Business,9.0
Person_4517,1303499,1430420.0,625.0,10.4,42.0,35.34,Rent,Personal,9.2
Person_4518,58036,722797.0,570.0,5.3,45.0,34.52,Own,Car,9.61
Person_4519,1654642,1191120.0,616.0,9.8,41.0,36.29,Mortgage,Car,8.37
Person_4520,995238,1874286.0,659.0,12.5,35.0,24.21,Own,Personal,8.5
Person_4521,1252821,2565926.0,736.0,15.1,28.0,18.95,Rent,Car,6.0
Person_4522,1784339,1110906.0,623.0,7.9,35.0,30.89,Own,Education,8.32
Person_4523,1033825,2658165.0,765.0,15.3,22.0,21.31,Mortgage,Education,5.46
Person_4524,252747,1394507.0,671.0,10.5,34.0,29.43,Mortgage,Personal,7.61
Person_4525,593088,614399.0,576.0,6.9,46.0,35.86,Mortgage,Personal,9.81
Person_4526,1386092,2206518.0,733.0,14.5,25.0,25.13,Mortgage,Education,5.49
Person_4527,1422236,1890420.0,651.0,11.4,35.0,28.38,Rent,Home,8.25
Person_4528,1905546,1477071.0,653.0,10.1,39.0,31.14,Mortgage,Personal,7.77
Person_4529,900350,454809.0,535.0,6.4,46.0,39.61,Mortgage,Education,10.24
Person_4530,982477,929672.0,573.0,6.1,45.0,39.47,Rent,Home,10.11
Person_4531,1431875,1263597.0,620.0,8.0,36.0,33.21,Mortgage,Home,8.68
Person_4532,805600,1973799.0,706.0,11.8,28.0,28.36,Rent,Education,6.98
Person_4533,1158076,648781.0,566.0,6.7,41.0,38.54,Mortgage,Education,9.72
Person_4534,217647,641259.0,537.0,6.7,49.0,36.12,Mortgage,Car,10.55
Person_4535,286527,2361513.0,740.0,13.3,31.0,24.48,Mortgage,Home,6.62
Person_4536,485477,2167325.0,694.0,10.8,26.0,23.76,Mortgage,Business,6.36
Person_4537,1733523,2207091.0,715.0,13.1,28.0,24.54,Own,Car,6.99
Person_4538,602004,996787.0,584.0,6.0,44.0,35.84,Own,Car,9.82
Person_4539,1495028,1347417.0,621.0,7.0,40.0,28.31,Mortgage,Home,8.76
Person_4540,1507640,2214772.0,726.0,11.3,28.0,21.44,Mortgage,Home,6.22
Person_4541,52352,1494876.0,619.0,9.9,35.0,32.73,Mortgage,Home,8.3
Person_4542,183004,360786.0,566.0,5.9,47.0,39.43,Own,Personal,10.44
Person_4543,912881,741486.0,528.0,6.1,51.0,36.22,Mortgage,Education,10.23
Person_4544,1631420,529095.0,532.0,5.3,47.0,39.63,Rent,Education,10.89
Person_4545,836261,2275414.0,724.0,14.6,29.0,23.36,Own,Education,6.58
Person_4546,1447556,1727774.0,674.0,8.7,38.0,29.72,Own,Home,8.11
Person_4547,710858,1514530.0,640.0,10.3,34.0,30.63,Own,Car,8.12
Person_4548,781478,1110175.0,600.0,7.7,40.0,34.64,Mortgage,Home,8.54
Person_4549,100098,1506884.0,649.0,10.3,33.0,29.4,Rent,Home,8.02
Person_4550,1031890,934480.0,579.0,6.3,42.0,36.16,Own,Car,9.01
Person_4551,424313,2061791.0,724.0,11.1,33.0,28.2,Rent,Business,7.28
Person_4552,714929,321701.0,540.0,4.2,45.0,39.96,Rent,Personal,10.46
Person_4553,297199,2789433.0,786.0,17.6,25.0,21.5,Rent,Business,5.44
Person_4554,176060,1254739.0,596.0,9.5,40.0,32.89,Mortgage,Home,9.34
Person_4555,1286530,1180591.0,607.0,7.4,39.0,35.11,Mortgage,Education,8.68
Person_4556,1824329,1264641.0,611.0,6.8,41.0,33.16,Mortgage,Education,8.77
Person_4557,180544,1633043.0,633.0,8.1,36.0,29.64,Own,Car,8.38
Person_4558,574628,1104401.0,608.0,9.3,42.0,35.0,Own,Home,9.45
Person_4559,749309,2642752.0,743.0,13.7,28.0,23.37,Rent,Car,5.74
Person_4560,656590,2794873.0,782.0,15.2,17.0,20.09,Own,Car,5.06
Person_4561,1029947,448924.0,514.0,6.3,52.0,40.95,Mortgage,Personal,10.69
Person_4562,797028,2290923.0,753.0,11.2,21.0,23.26,Mortgage,Car,5.67
Person_4563,517243,2140711.0,686.0,14.4,29.0,28.44,Mortgage,Home,6.82
Person_4564,574426,744517.0,570.0,5.7,41.0,38.7,Mortgage,Personal,8.85
Person_4565,443574,1563307.0,662.0,8.4,34.0,30.47,Rent,Education,7.2
Person_4566,1742483,2023334.0,681.0,11.7,35.0,26.07,Own,Personal,7.7
Person_4567,518466,1930933.0,700.0,10.6,31.0,29.08,Mortgage,Home,6.97
Person_4568,921808,745389.0,541.0,6.6,47.0,36.2,Rent,Business,10.5
Person_4569,1722795,2504087.0,769.0,13.4,27.0,18.58,Own,Personal,5.37
Person_4570,206951,390477.0,530.0,2.0,50.0,40.64,Rent,Business,10.44
Person_4571,917964,1414596.0,620.0,8.9,44.0,33.98,Mortgage,Personal,9.11
Person_4572,892210,2135272.0,697.0,10.8,33.0,28.53,Mortgage,Personal,7.49
Person_4573,612060,2219111.0,728.0,13.1,24.0,24.4,Mortgage,Car,6.68
Person_4574,1157054,500065.0,529.0,3.4,51.0,39.63,Own,Business,10.55
Person_4575,1556145,2767375.0,751.0,14.8,27.0,20.9,Mortgage,Business,6.07
Person_4576,601050,2711439.0,756.0,15.4,26.0,19.82,Own,Personal,5.93
Person_4577,1242931,921478.0,559.0,6.6,44.0,36.92,Rent,Home,9.82
Person_4578,1817858,379354.0,565.0,4.6,43.0,40.42,Own,Home,9.62
Person_4579,744780,1864589.0,665.0,12.1,35.0,29.72,Rent,Business,8.03
Person_4580,892000,2617741.0,768.0,13.3,22.0,22.6,Own,Car,5.18
Person_4581,921522,936427.0,588.0,6.8,42.0,37.38,Mortgage,Car,9.72
Person_4582,1905227,1592928.0,630.0,5.8,39.0,29.65,Mortgage,Home,8.34
Person_4583,893601,1696608.0,660.0,10.8,38.0,33.01,Rent,Car,7.41
Person_4584,1592247,1617003.0,667.0,9.7,32.0,30.81,Own,Personal,7.48
Person_4585,649253,2382931.0,724.0,12.4,23.0,23.69,Own,Personal,6.21
Person_4586,227912,1251636.0,639.0,8.8,36.0,31.5,Rent,Business,8.05
Person_4587,225767,2947246.0,804.0,17.7,20.0,18.1,Own,Education,4.64
Person_4588,286281,2637126.0,771.0,14.2,24.0,21.22,Own,Home,5.31
Person_4589,134754,2842159.0,764.0,14.6,28.0,17.63,Rent,Home,5.55
Person_4590,652276,2213122.0,689.0,13.1,34.0,24.09,Rent,Education,7.17
Person_4591,1550134,2282214.0,705.0,11.5,27.0,23.74,Rent,Car,7.08
Person_4592,557732,1763159.0,670.0,9.9,31.0,28.69,Own,Personal,7.51
Person_4593,200023,2847765.0,785.0,17.3,24.0,15.64,Rent,Personal,5.32
Person_4594,1755243,1184943.0,565.0,8.1,43.0,33.33,Rent,Home,9.75
Person_4595,130388,1263127.0,616.0,6.1,44.0,32.17,Rent,Home,8.85
Person_4596,1975776,555431.0,550.0,2.9,44.0,39.02,Rent,Car,10.08
Person_4597,1920436,2781557.0,762.0,15.7,26.0,21.81,Mortgage,Car,5.5
Person_4598,289779,215141.0,538.0,4.6,44.0,46.12,Mortgage,Home,10.02
Person_4599,928453,530057.0,552.0,3.0,47.0,40.64,Mortgage,Car,10.08
Person_4600,954850,489596.0,566.0,5.4,44.0,37.17,Rent,Education,10.11
Person_4601,256846,774679.0,564.0,7.8,46.0,36.47,Own,Personal,9.71
Person_4602,744335,1893152.0,698.0,13.7,33.0,28.64,Mortgage,Home,6.8
Person_4603,1085354,1978996.0,720.0,12.2,29.0,27.67,Rent,Education,6.47
Person_4604,1230788,1362111.0,653.0,9.5,39.0,34.03,Mortgage,Education,7.78
Person_4605,1911429,342770.0,503.0,1.5,48.0,40.72,Mortgage,Business,10.82
Person_4606,838140,2537099.0,738.0,17.0,25.0,21.13,Rent,Home,5.75
Person_4607,1511387,810999.0,565.0,5.6,46.0,40.35,Rent,Business,9.68
Person_4608,1698885,2144741.0,714.0,11.4,28.0,25.38,Mortgage,Education,6.75
Person_4609,1257956,1084094.0,613.0,7.3,38.0,32.44,Rent,Home,8.45
Person_4610,1143365,2864812.0,759.0,17.8,25.0,21.96,Mortgage,Business,5.49
Person_4611,76086,1024255.0,594.0,10.1,42.0,32.0,Mortgage,Personal,8.86
Person_4612,1377579,795446.0,530.0,6.4,49.0,29.99,Mortgage,Home,10.06
Person_4613,581972,2131084.0,732.0,13.7,24.0,26.92,Mortgage,Business,6.03
Person_4614,1189664,1232564.0,603.0,8.3,41.0,35.01,Own,Car,8.9
Person_4615,444423,2010023.0,692.0,10.6,27.0,27.26,Own,Home,6.73
Person_4616,1668963,1381597.0,622.0,10.8,37.0,29.29,Rent,Car,8.53
Person_4617,640381,773684.0,591.0,5.4,40.0,37.05,Own,Home,9.01
Person_4618,1259337,1619056.0,595.0,12.0,43.0,29.27,Own,Business,8.85
Person_4619,885083,1305523.0,621.0,10.3,41.0,31.48,Rent,Business,8.72
Person_4620,1636757,713676.0,560.0,6.6,44.0,40.51,Mortgage,Home,9.66
Person_4621,1589600,690913.0,551.0,8.1,46.0,35.79,Own,Education,9.9
Person_4622,1689282,1292963.0,654.0,11.4,39.0,33.29,Own,Business,8.3
Person_4623,1223650,2575804.0,729.0,14.3,28.0,23.91,Own,Home,6.09
Person_4624,939497,1556312.0,661.0,8.8,36.0,31.14,Own,Home,8.24
Person_4625,180351,2930689.0,789.0,13.9,19.0,20.92,Mortgage,Personal,5.02
Person_4626,1813947,2299071.0,745.0,16.1,24.0,25.05,Rent,Car,5.71
Person_4627,88635,1029027.0,580.0,6.8,40.0,35.81,Own,Personal,9.28
Person_4628,1023619,340689.0,510.0,5.6,52.0,41.66,Own,Car,10.9
Person_4629,1193647,2330450.0,744.0,12.5,32.0,24.88,Own,Car,6.43
Person_4630,1045909,1485801.0,647.0,11.4,39.0,30.22,Own,Personal,8.3
Person_4631,1564494,433725.0,503.0,3.7,46.0,37.52,Rent,Education,11.04
Person_4632,914950,2573752.0,736.0,13.0,28.0,23.45,Mortgage,Home,6.61
Person_4633,1466953,1358175.0,634.0,8.6,35.0,34.42,Rent,Business,7.77
Person_4634,940083,1024356.0,610.0,6.7,37.0,35.5,Own,Home,8.91
Person_4635,647093,1010672.0,578.0,8.0,44.0,34.01,Own,Personal,9.58
Person_4636,471280,2646677.0,696.0,14.8,33.0,17.79,Rent,Education,7.15
Person_4637,959245,2568524.0,757.0,15.3,26.0,21.76,Mortgage,Business,5.32
Person_4638,391207,2833360.0,748.0,15.4,29.0,16.59,Mortgage,Business,5.67
Person_4639,1363174,1780296.0,628.0,10.0,35.0,25.45,Mortgage,Education,8.41
Person_4640,1381598,1705367.0,604.0,9.8,42.0,29.04,Mortgage,Business,9.28
Person_4641,1280746,1883371.0,694.0,13.9,34.0,26.01,Rent,Business,7.66
Person_4642,243226,1641229.0,657.0,10.5,33.0,30.33,Rent,Education,7.66
Person_4643,1242639,1582445.0,644.0,7.4,35.0,29.83,Mortgage,Personal,7.73
Person_4644,642632,1997511.0,717.0,11.2,30.0,25.33,Rent,Personal,6.86
Person_4645,1989954,1937846.0,696.0,11.7,37.0,23.65,Rent,Business,7.83
Person_4646,610881,846052.0,608.0,8.8,45.0,34.84,Own,Personal,9.21
Person_4647,610592,361298.0,499.0,5.5,50.0,39.12,Rent,Personal,10.88
Person_4648,1522178,2501374.0,739.0,13.0,30.0,19.72,Rent,Business,7.03
Person_4649,1809156,521243.0,511.0,8.0,49.0,38.7,Mortgage,Business,11.08
Person_4650,1212189,1361133.0,622.0,8.9,43.0,29.77,Rent,Personal,8.34
Person_4651,1823274,742301.0,560.0,7.6,50.0,37.11,Mortgage,Car,10.44
Person_4652,1586081,2281530.0,730.0,11.7,28.0,24.56,Own,Education,6.08
Person_4653,464299,2793561.0,769.0,12.6,23.0,17.98,Own,Personal,5.35
Person_4654,1641218,1875125.0,690.0,9.5,37.0,28.46,Rent,Personal,7.4
